Grade,Subject,Domain,Topic,code,altered_code,desc,NYcode,NYdesc,CAcode,CAdesc,IDcode,IDdesc,OHcode,OHdesc,NJcode,NJdesc,MAcode,MAdesc,MEcode,MEdesc,NHcode,NHdesc,VTcode,VTdesc,CTcode,CTdesc,RIcode,RIdesc,DEcode,DEdesc,MDcode,MDdesc,WIcode,WIdesc,ILcode,ILdesc,WAcode,WAdesc,WYcode,WYdesc,LAcode,LAdesc,NVcode,NVdesc,HIcode,HIdesc,MTcode,MTdesc,ORcode,ORdesc,COcode,COdesc,KYcode,KYdesc,ARcode,ARdesc,KScode,KSdesc,MIcode,MIdesc,SDcode,SDdesc,NDcode,NDdesc,NMcode,NMdesc,UTcode,UTdesc,AKcode,AKdesc
5,Science,Life Sciences,"Ecosystems: Interactions, Energy, and Dynamics",5-LS2-1,5-LS2-1,"Develop a model to describe the movement of matter among plants, animals, decomposers, and the environment.",5-LS2-1,,5-LS2-1,2.PS1.A; 2.LS4.D; 4.ESS2.E; MS.LS1.C; MS.LS2.A; MS.LS2.B; MS.PS3.D,,,7.LS.1,Plants use the energy in light to make sugars out of carbon dioxide and water (photosynthesis). These materials can be used and immediately stored for later use. Organisms that eat plants break down plant structures to produce the materials and energy they need to survive. Then they are consumed by other organisms.,5-LS2-1,,5.LS.2.1,"Develop a model to describe the movement of matter among producers, consumers, decomposers, and the air, water, and soil in the environment to (a) show that plants produce sugars and plant materials, (b) show that animals can eat plants and/or other animals for food, and (c) show that some organisms, including fungi and bacteria, break down dead organisms and recycle some materials back to the air and soil.
Clarification Statement: Emphasis is on matter moving throughout the ecosystem. State Assessment Boundary: Molecular explanations, or distinctions among primary, secondary, and tertiary consumers, are not expected in state assessment.",5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,5-LS2-1,,,,5-LS2-1,,5-LS2-1,,5-LS2-1,
5,Science,Physical Sciences,Energy,5-PS3-1,5-PS3-1,"Use models to describe that energy in animals' food (used for body repair, growth, motion, and to maintain body warmth) was once energy from the sun.",5-PS3-1,,5-PS3-1,K.LS1.C; 2.LS2.A; 4.PS3.A; 4.PS3.B; 4.PS3.D; MS.PS3.D; MS.PS4.B; MS.LS1.C; MS.LS2.B,PS3-5-1,,5.LS.2,"For ecosystems, the major source of energy is sunlight.",5-PS3-1,,5.PS.3.1,"Use a model to describe that the food animals digest (a) contains energy that was once energy from the Sun, and (b) provides energy and nutrients for life processes, including body repair, growth, motion, body warmth, and reproduction. Clarification Statement: Examples of models could include diagrams and flow charts. State Assessment Boundary: Details of cellular respiration, ATP, or molecular details of the process of photosynthesis or respiration are not expected in state assessment",5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,5-PS3-1,,,,5-PS3-1,,5-PS3-1,,5-PS3-1,
5,ELA,Reading: Foundational Skills,Fluency,RF.5.4,RF.5.4,Read with sufficient accuracy and fluency to support comprehension.,RF.5.4,,,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,RF.5.4,,,,RF.5.4,,,,RF.5.4,,RF.5.4,,RF.5.4,,5.RF.4,,RF.5.4,,RF.5.4,,RF.5.4,,,
5,Science,Life Sciences,From molecules to Organisms: Structures and Processes,5-LS1-1,5-LS1-1,Support an argument that plants get the materials they need for growth chiefly from air and water.,5-LS1-1,,5-LS1-1,K.LS1.C; 2.LS2.A; MS.LS1.C,LS1-5-1,,,,5-LS1-1,,5.LS.1.1,"Ask testable questions about the process by which plants use air, water, and energy from sunlight to produce sugars and plant materials needed for growth and reproduction. State Assessment Boundary: The chemical formula or molecular details about the process of photosynthesis are not expected in state assessment.",5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,5-LS1-1,,,,5-LS1-1,,5-LS1-1,,5-LS1-1,
5,Math,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,5.MD.C.3,5.MD.C.3,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.,5.MD.3,,,,5.MD.C.3,,5.MD.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,M.5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.3,,5.GM.D.5,,5.MD.C.3,,KY.5.MD.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.C.3,,5.MD.3,,5.MD.C.3,,5.MD.3,,5.MD.C.3,
5,Math,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,5.MD.C.4,5.MD.C.4,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.",5.MD.4,,,,5.MD.C.4,,5.MD.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,M.5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.4,,5.GM.D.6,,5.MD.C.4,,KY.5.MD.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.C.4,,5.MD.4,,5.MD.C.4,,5.MD.4,,5.MD.C.4,
5,Math,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,5.MD.C.5,5.MD.C.5,"Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.
",5.MD.5,,,,5.MD.C.5,,5.MD.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,M.5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.5,,5.GM.D.7,,5.MD.C.5,,KY.5.MD.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.C.5,,5.MD.5,,5.MD.C.5,,5.MD.5,,5.MD.C.5,
5,Math,Geometry,Graph Points On The Coordinate Plane To Solve Real-World And Mathematical Problems.,5.G.A.1,5.G.A.1,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate).
",5.G.1,,,,5.G.A.1,,5.G.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,M.5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.1,,5.GM.A.1,,5.G.A.1,,KY.5.G.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.A.1,,5.G.1,,5.G.A.1,,5.G.1,,5.G.A.1,
5,Math,Geometry,Graph Points On The Coordinate Plane To Solve Real-World And Mathematical Problems.,5.G.A.2,5.G.A.2,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation.",5.G.2,,,,5.G.A.2,,5.G.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,M.5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.2,,5.GM.A.2,,5.G.A.2,,KY.5.G.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.A.2,,5.G.2,,5.G.A.2,,5.G.2,,5.G.A.2,
5,ELA,Reading: Informational Text,Integration of Knowledge and Ideas,RI.5.7,RI.5.7,"Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently.",RI.5.7,,,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,RI.5.7,,,,RI.5.7,,,,RI.5.7,,RI.5.7,,RI.5.7,,5.RI.7,,RI.5.7,,RI.5.7,,RI.5.7,,,
5,ELA,Reading: Informational Text,Integration of Knowledge and Ideas,RI.5.8,RI.5.8,"Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).",RI.5.8,,,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,RI.5.8,,,,RI.5.8,,,,RI.5.8,,RI.5.8,,RI.5.8,,5.RI.8,,RI.5.8,,RI.5.8,,RI.5.8,,,
5,ELA,Reading: Informational Text,Integration of Knowledge and Ideas,RI.5.9,RI.5.9,Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.,RI.5.9,,,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,RI.5.9,,,,RI.5.9,,,,RI.5.9,,RI.5.9,,RI.5.9,,5.RI.9,,RI.5.9,,RI.5.9,,RI.5.9,,,
5,ELA,Reading Literature,Integration of Knowledge and Ideas,RL.5.7,RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel; multimedia presentation of fiction, folktale, myth, poem).",RL.5.7,,,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,RL.5.7,,,,RL.5.7,,,,RL.5.7,,RL.5.7,,RL.5.7,,5.RL.7,,RL.5.7,,RL.5.7,,RL.5.7,,,
5,ELA,Reading Literature,Integration of Knowledge and Ideas,RL.5.9,RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",RL.5.9,,,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,RL.5.9,,,,RL.5.9,,,,RL.5.9,,RL.5.9,,RL.5.9,,5.RL.9,,RL.5.9,,RL.5.9,,RL.5.9,,,
5,ELA,Reading: Informational Text,Key Ideas and Details,RI.5.1,RI.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,RI.5.1,,,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,RI.5.1,,,,RI.5.1,,,,RI.5.1,,RI.5.1,,RI.5.1,,5.RI.1,,RI.5.1,,RI.5.1,,RI.5.1,,,
5,ELA,Reading: Informational Text,Key Ideas and Details,RI.5.2,RI.5.2,Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text.,RI.5.2,,,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,RI.5.2,,,,RI.5.2,,,,RI.5.2,,RI.5.2,,RI.5.2,,5.RI.2,,RI.5.2,,RI.5.2,,RI.5.2,,,
5,ELA,Reading: Informational Text,Key Ideas and Details,RI.5.3,RI.5.3,"Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text.",RI.5.3,,,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,RI.5.3,,,,RI.5.3,,,,RI.5.3,,RI.5.3,,RI.5.3,,5.RI.3,,RI.5.3,,RI.5.3,,RI.5.3,,,
5,ELA,Reading Literature,Key Ideas and Details,RL.5.1,RL.5.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,RI.5.1,,,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,RL.5.1,,,,RL.5.1,,,,RL.5.1,,RL.5.1,,RL.5.1,,5.RL.1,,RL.5.1,,RL.5.1,,RL.5.1,,,
5,ELA,Reading Literature,Key Ideas and Details,RL.5.2,RL.5.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",RL.5.2,,,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,RL.5.2,,,,RL.5.2,,,,RL.5.2,,RL.5.2,,RL.5.2,,5.RL.2,,RL.5.2,,RL.5.2,,RL.5.2,,,
5,ELA,Reading Literature,Key Ideas and Details,RL.5.3,RL.5.3,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",RL.5.3,,,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,RL.5.3,,,,RL.5.3,,,,RL.5.3,,RL.5.3,,RL.5.3,,5.RL.3,,RL.5.3,,RL.5.3,,RL.5.3,,,
5,ELA,Language,Knowledge of Language,L.5.3,L.5.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",L.5.3,,,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,L.5.3,,,,L.5.3,,,,L.5.3,,L.5.3,,L.5.3,,5.L.3,,L.5.3,,L.5.3,,L.5.3,,,
5,Science,Physical Sciences,Matter and Its Interactions,5-PS1-1,5-PS1-1,Develop a model to describe that matter is made of particles too small to be seen.,5-PS1-1,,5-PS1-1,2.PS1.A; MS.PS1.A,PS1-5-1,,3.PS.1,Matter takes up space and has mass*.,5-PS1-1,,5.PS.1.1,"Use a particle model of matter to explain common phenomena involving gases, and phase changes between gas and liquid and between liquid and solid. Clarification Statement: Examples of common phenomena the model should be able to describe include adding air to expand a balloon, compressing air in a syringe, and evaporating water from a salt water solution. State Assessment Boundary: Atomic-scale mechanisms of evaporation and condensation or defining unseen particles are not expected in state assessment.",5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,,,5-PS1-1,,5-PS1-1,,5-PS1-1,
5,Science,Physical Sciences,Matter and Its Interactions,5-PS1-1,5-PS1-1,Develop a model to describe that matter is made of particles too small to be seen.,5-PS1-1,,5-PS1-1,2.PS1.A; MS.PS1.A,PS1-5-1,,3.PS.2,"The most common states of matter are solids, liquids and gases.",5-PS1-1,,5.PS.1.1,"Use a particle model of matter to explain common phenomena involving gases, and phase changes between gas and liquid and between liquid and solid. Clarification Statement: Examples of common phenomena the model should be able to describe include adding air to expand a balloon, compressing air in a syringe, and evaporating water from a salt water solution. State Assessment Boundary: Atomic-scale mechanisms of evaporation and condensation or defining unseen particles are not expected in state assessment.",5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,,,5-PS1-1,,5-PS1-1,,5-PS1-1,
5,Science,Physical Sciences,Matter and Its Interactions,5-PS1-1,5-PS1-1,Develop a model to describe that matter is made of particles too small to be seen.,5-PS1-1,,5-PS1-1,2.PS1.A; MS.PS1.A,PS1-5-1,,6.PS.1,"Each atom takes up space, has mass and is in constant motion.  Mass is the amount of matter in an object.",5-PS1-1,,5.PS.1.1,"Use a particle model of matter to explain common phenomena involving gases, and phase changes between gas and liquid and between liquid and solid. Clarification Statement: Examples of common phenomena the model should be able to describe include adding air to expand a balloon, compressing air in a syringe, and evaporating water from a salt water solution. State Assessment Boundary: Atomic-scale mechanisms of evaporation and condensation or defining unseen particles are not expected in state assessment.",5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,5-PS1-1,,,,5-PS1-1,,5-PS1-1,,5-PS1-1,
5,Science,Physical Sciences,Matter and Its Interactions,5-PS1-2,5-PS1-2,"Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved.",5-PS1-2,,5-PS1-2,2.PS1.A; MS.PS1.A,PS1-5-2,,4.PS.3,"When an object is broken into smaller pieces, when a solid is dissolved in a liquid or when matter changes state (solid, liquid, gas), the total amount of matter remains constant. ",5-PS1-2,,5.PS.1.2,"Measure and graph the weights (masses) of substances before and after a reaction or phase change to provide evidence that regardless of the type of change that occurs when heating, cooling, or combining substances, the total weight (mass) of matter is conserved. Clarification Statement: Assume that reactions with any gas production are conducted in a closed system. State Assessment Boundary: Distinguishing mass and weight is not expected in state assessment.",5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,5-PS1-2,,,,5-PS1-2,,5-PS1-2,,5-PS1-2,
5,Science,Physical Sciences,Matter and Its Interactions,5-PS1-3,5-PS1-3,Make observations and measurements to identify materials based on their properties.,5-PS1-3,,5-PS1-3,2.PS1.A; MS.PS1.A,PS1-5-3,,7.PS.1,"Elements can be organized into families with similar properties, such as highly reactive metals, less-reactive metals, highly reactive nonmetals and some gases that are almost completely nonreactive.",5-PS1-3,,5.PS.1.3,"Make observations and measurements of substances to describe characteristic properties of each, including color, hardness, reflectivity, electrical conductivity, thermal conductivity, response to magnetic forces, and solubility. Clarification Statements: Emphasis is on describing how each substance has a unique set of properties. Examples of substances could include baking soda and other powders, metals, minerals, and liquids.
State Assessment Boundary: Density, distinguishing mass and weight, or specific tests or procedures are not expected in state assessment.",5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,5-PS1-3,,,,5-PS1-3,,5-PS1-3,,5-PS1-3,
5,Science,Physical Sciences,Matter and Its Interactions,5-PS1-4,5-PS1-4,Conduct an investigation to determine whether the mixing of two or more substances results in new substances.,5-PS1-4,,5-PS1-4,2.PS1.B; MS.PS1.A; MS.PS1.B,PS1-5-4,,7.PS.1,"Elements can be organized into families with similar properties, such as highly reactive metals, less-reactive metals, highly reactive nonmetals and some gases that are almost completely nonreactive.",5-PS1-4,,5.PS.1.4,Conduct an experiment to determine whether the mixing of two or more substances results in new substances with new properties (a chemical reaction) or not (a mixture).,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,5-PS1-4,,,,5-PS1-4,,5-PS1-4,,5-PS1-4,
5,Science,Physical Sciences,Motion and Stability: Forces and Interactions,5-PS2-1,5-PS2-1,Support an argument that the gravitational force exerted by Earth on objects is directed down.,5-PS2-1,,5-PS2-1,3.PS2.A; 3.PS2.B; MS.PS2.B; MS.ESS1.B; MS.ESS2.C,PS2-5-1,,5.PS.1,Movement can be measured by speed. The speed of an object is calculated by determining the distance (d) traveled in a period of time (t).,5-PS2-1,,5.PS.2.1,"Support an argument with evidence that the gravitational force exerted by Earth on objects is directed toward Earth’s center.
State Assessment Boundary: Mathematical representations of gravitational force are not expected in state assessment.",5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,5-PS2-1,,,,5-PS2-1,,5-PS2-1,,5-PS2-1,
5,Math,Number And Operations In Base Ten,Perform Operations With Multi-Digit Whole Numbers And With Decimals To Hundredths.,5.NBT.B.5,5.NBT.B.5,Fluently multiply multi-digit whole numbers using the standard algorithm.,5.NBT.5,,,,5.NBT.B.5,,5.NBT.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,M.5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.5,,5.NBT.B.5,,5.NBT.B.5,,KY.5.NBT.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.B.5,,5.NBT.5,,5.NBT.B.5,,5.NBT.5,,5.NBT.B.5,
5,Math,Number And Operations In Base Ten,Perform Operations With Multi-Digit Whole Numbers And With Decimals To Hundredths.,5.NBT.B.6,5.NBT.B.6,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.","4.NBT.6, 5.NBT.6",,,,5.NBT.B.6,,5.NBT.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,M.5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.6,,5.NBT.B.6,,5.NBT.B.6,,KY.5.NBT.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.B.6,,5.NBT.6,,5.NBT.B.6,,5.NBT.6,,5.NBT.B.6,
5,Math,Number And Operations In Base Ten,Perform Operations With Multi-Digit Whole Numbers And With Decimals To Hundredths.,5.NBT.B.7,5.NBT.B.7,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",5.NBT.7,,,,5.NBT.B.7,,5.NBT.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,M.5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.7,,5.NBT.B.7,,5.NBT.B.7,,KY.5.NBT.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.B.7,,5.NBT.7,,5.NBT.B.7,,5.NBT.7,,5.NBT.B.7,
5,ELA,Reading: Foundational Skills,Phonics and Word Recognition,RF.5.3,RF.5.3,Know and apply grade-level phonics and word analysis skills in decoding words.,RF.5.3,,,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,RF.5.3,,,,RF.5.3,,,,RF.5.3,,RF.5.3,,RF.5.3,,5.RF.3,,RF.5.3,,RF.5.3,,RF.5.3,,,
